cluster_id,cluster_name,std_coef,p_value,mean_score,significant,n_attributes
4,Experience & Innovation,0.11584414605655272,0.0038259167304453387,3.6763548289433845,True,12
2,Affordability,0.02534198179538869,0.2734228118894257,2.309718437783833,False,1
1,Magic & Enchantment,0.02428904422466213,0.5664831426715521,4.02731782295815,False,13
3,Family & Kids Appeal,0.02259744519681358,0.5510548691923048,3.965485921889192,False,9
5,Crowd Management,0.003470837917791762,0.8744184978617575,2.1153496821071753,False,1
