,0
tdl_emot_removed_from_reality,4.326067211625794
tdl_emot_land_of_dreams,4.3060853769300635
tdl_emot_sparkling,4.136239782016348
tdl_emot_fantastical,4.056312443233424
tdl_emot_feel_good,4.040871934604905
tdl_emot_heartwarming,3.9400544959128063
tdl_emot_premium_feeling,3.8819255222524975
tdl_emot_longing_aspiring,3.8782924613987286
tdl_emot_feeling_safe,3.862851952770209
tdl_emot_soothing_healing,3.845594913714805
